state,pollster,start_date,end_date,sample_size,population,candidate_name,pct,party,methodology,outcome,predicted_prob,predicted_winner
Georgia,Public Opinion Strategies,2023-05-15,5/17/23,500,rv,Donald Trump,43,REP,Live Phone,0,0.5110808491302303,DEM
Georgia,Public Opinion Strategies,2023-05-15,5/17/23,500,rv,Joe Biden,44,DEM,Live Phone,1,0.5027330608749881,DEM
Georgia,Public Opinion Strategies,2023-05-15,5/17/23,500,rv,Mike Pence,43,REP,Live Phone,0,0.5110808491302303,DEM
Arizona,Public Opinion Strategies,2023-05-15,5/17/23,500,rv,Joe Biden,43,DEM,Live Phone,1,0.5110808491302303,DEM
Arizona,Public Opinion Strategies,2023-05-15,5/17/23,500,rv,Ron DeSantis,47,REP,Live Phone,0,0.4776991665514665,REP
Arizona,Public Opinion Strategies,2023-05-15,5/17/23,500,rv,Joe Biden,46,DEM,Live Phone,1,0.4860375677757405,REP
Arizona,Public Opinion Strategies,2023-05-15,5/17/23,500,rv,Donald Trump,44,REP,Live Phone,0,0.5027330608749881,DEM
Arizona,Public Opinion Strategies,2023-05-15,5/17/23,500,rv,Joe Biden,45,DEM,Live Phone,1,0.4943837486568462,REP
Arizona,Public Opinion Strategies,2023-05-15,5/17/23,500,rv,Mike Pence,43,REP,Live Phone,0,0.5110808491302303,DEM
Texas,Texas Hispanic Policy Foundation,2023-05-08,5/17/23,1000,rv,Joe Biden,42,DEM,Online Panel,1,0.5190664851919916,DEM
Texas,Texas Hispanic Policy Foundation,2023-05-08,5/17/23,1000,rv,Donald Trump,44,REP,Online Panel,0,0.5023765657290551,DEM
Texas,Texas Hispanic Policy Foundation,2023-05-08,5/17/23,1000,rv,Joe Biden,42,DEM,Online Panel,1,0.5190664851919916,DEM
Texas,Texas Hispanic Policy Foundation,2023-05-08,5/17/23,1000,rv,Ron DeSantis,44,REP,Online Panel,0,0.5023765657290551,DEM
Texas,Texas Hispanic Policy Foundation,2023-05-08,5/17/23,1000,rv,Kamala Harris,39,DEM,Online Panel,1,0.5440102723801087,DEM
Texas,Texas Hispanic Policy Foundation,2023-05-08,5/17/23,1000,rv,Donald Trump,46,REP,Online Panel,0,0.48568134846140765,REP
Texas,Texas Hispanic Policy Foundation,2023-05-08,5/17/23,1000,rv,Kamala Harris,40,DEM,Online Panel,1,0.5357139627094719,DEM
Texas,Texas Hispanic Policy Foundation,2023-05-08,5/17/23,1000,rv,Ron DeSantis,45,REP,Online Panel,0,0.49402729208316437,REP
Pennsylvania,Susquehanna,2023-05-02,5/8/23,700,lv,Joe Biden,48,DEM,Live Phone,1,0.46923111172041176,REP
Pennsylvania,Susquehanna,2023-05-02,5/8/23,700,lv,Ron DeSantis,39,REP,Live Phone,0,0.5442225098205743,DEM
Pennsylvania,Susquehanna,2023-05-02,5/8/23,700,lv,Robert F. Kennedy,42,DEM,Live Phone,1,0.5192800733349472,DEM
Pennsylvania,Susquehanna,2023-05-02,5/8/23,700,lv,Ron DeSantis,38,REP,Live Phone,0,0.552493785591442,DEM
Georgia,Public Opinion Strategies,2023-04-25,4/27/23,500,rv,Joe Biden,42,DEM,Live Phone,1,0.5194224615202304,DEM
Georgia,Public Opinion Strategies,2023-04-25,4/27/23,500,rv,Ron DeSantis,47,REP,Live Phone,0,0.4776991665514665,REP
Georgia,Public Opinion Strategies,2023-04-25,4/27/23,500,rv,Joe Biden,44,DEM,Live Phone,1,0.5027330608749881,DEM
Georgia,Public Opinion Strategies,2023-04-25,4/27/23,500,rv,Donald Trump,43,REP,Live Phone,0,0.5110808491302303,DEM
Nevada,Noble Predictive Insights,2023-04-18,4/26/23,613,rv,Joe Biden,43,DEM,Online Panel,1,0.5110003184046268,DEM
Nevada,Noble Predictive Insights,2023-04-18,4/26/23,613,rv,Ron DeSantis,42,REP,Online Panel,0,0.5193420125817674,DEM
Nevada,Noble Predictive Insights,2023-04-18,4/26/23,613,rv,Joe Biden,48,DEM,Online Panel,1,0.4692929090614452,REP
Nevada,Noble Predictive Insights,2023-04-18,4/26/23,613,rv,Donald Trump,40,REP,Online Panel,0,0.5359884785159167,DEM
Tennessee,SSRS,2023-04-19,4/23/23,502,rv,Joe Biden,26,DEM,Live Phone,1,0.6484188014024522,DEM
Tennessee,SSRS,2023-04-19,4/23/23,502,rv,Donald Trump,42,REP,Live Phone,0,0.5194210376539559,DEM
Tennessee,SSRS,2023-04-19,4/23/23,501,rv,Joe Biden,24,DEM,Live Phone,1,0.6634921516702682,DEM
Tennessee,SSRS,2023-04-19,4/23/23,501,rv,Ron DeSantis,33,REP,Live Phone,0,0.593465630959439,DEM
Texas,CWS Research,2023-04-17,4/21/23,677,lv,Joe Biden,42,DEM,IVR/Text-to-Web,1,0.5192964481360635,DEM
Texas,CWS Research,2023-04-17,4/21/23,677,lv,Donald Trump,45,REP,IVR/Text-to-Web,0,0.4942575623582102,REP
Texas,CWS Research,2023-04-17,4/21/23,677,lv,Joe Biden,40,DEM,IVR/Text-to-Web,1,0.535943082053693,DEM
Texas,CWS Research,2023-04-17,4/21/23,677,lv,Ron DeSantis,44,REP,IVR/Text-to-Web,0,0.5026068618923564,DEM
Wisconsin,Public Opinion Strategies,2023-04-17,4/20/23,500,rv,Joe Biden,46,DEM,Live Phone,1,0.4860375677757405,REP
Wisconsin,Public Opinion Strategies,2023-04-17,4/20/23,500,rv,Ron DeSantis,46,REP,Live Phone,0,0.4860375677757405,REP
Wisconsin,Public Opinion Strategies,2023-04-17,4/20/23,500,rv,Joe Biden,47,DEM,Live Phone,1,0.4776991665514665,REP
Wisconsin,Public Opinion Strategies,2023-04-17,4/20/23,500,rv,Donald Trump,44,REP,Live Phone,0,0.5027330608749881,DEM
Nevada,Public Opinion Strategies,2023-04-17,4/20/23,500,rv,Joe Biden,41,DEM,Live Phone,1,0.5277532599018869,DEM
Nevada,Public Opinion Strategies,2023-04-17,4/20/23,500,rv,Ron DeSantis,44,REP,Live Phone,0,0.5027330608749881,DEM
Nevada,Public Opinion Strategies,2023-04-17,4/20/23,500,rv,Joe Biden,46,DEM,Live Phone,1,0.4860375677757405,REP
Nevada,Public Opinion Strategies,2023-04-17,4/20/23,500,rv,Donald Trump,45,REP,Live Phone,0,0.4943837486568462,REP
Michigan,Public Opinion Strategies,2023-04-17,4/19/23,500,rv,Joe Biden,43,DEM,Live Phone,1,0.5110808491302303,DEM
Michigan,Public Opinion Strategies,2023-04-17,4/19/23,500,rv,Ron DeSantis,45,REP,Live Phone,0,0.4943837486568462,REP
Michigan,Public Opinion Strategies,2023-04-17,4/19/23,500,rv,Joe Biden,45,DEM,Live Phone,1,0.4943837486568462,REP
Michigan,Public Opinion Strategies,2023-04-17,4/19/23,500,rv,Donald Trump,42,REP,Live Phone,0,0.5194224615202304,DEM
Arizona,Public Opinion Strategies,2023-04-11,4/13/23,500,rv,Joe Biden,42,DEM,Live Phone,1,0.5194224615202304,DEM
Arizona,Public Opinion Strategies,2023-04-11,4/13/23,500,rv,Ron DeSantis,48,REP,Live Phone,0,0.46937317597898737,REP
Arizona,Public Opinion Strategies,2023-04-11,4/13/23,500,rv,Joe Biden,45,DEM,Live Phone,1,0.4943837486568462,REP
Arizona,Public Opinion Strategies,2023-04-11,4/13/23,500,rv,Donald Trump,44,REP,Live Phone,0,0.5027330608749881,DEM
Pennsylvania,Public Opinion Strategies,2023-04-11,4/13/23,500,rv,Joe Biden,42,DEM,Live Phone,1,0.5194224615202304,DEM
Pennsylvania,Public Opinion Strategies,2023-04-11,4/13/23,500,rv,Ron DeSantis,45,REP,Live Phone,0,0.4943837486568462,REP
Pennsylvania,Public Opinion Strategies,2023-04-11,4/13/23,500,rv,Joe Biden,46,DEM,Live Phone,1,0.4860375677757405,REP
Pennsylvania,Public Opinion Strategies,2023-04-11,4/13/23,500,rv,Donald Trump,42,REP,Live Phone,0,0.5194224615202304,DEM
Pennsylvania,Franklin and Marshall College,2023-03-27,4/7/23,643,rv,Joe Biden,36,DEM,Mail-to-Web/Mail-to-Phone,1,0.5689849393739357,DEM
Pennsylvania,Franklin and Marshall College,2023-03-27,4/7/23,643,rv,Donald Trump,35,REP,Mail-to-Web/Mail-to-Phone,0,0.5771559896648326,DEM
Iowa,Cygnal,2023-04-03,4/4/23,600,lv,Joe Biden,40.4,DEM,IVR/Text-to-Web,1,0.5326736316818371,DEM
Iowa,Cygnal,2023-04-03,4/4/23,600,lv,Donald Trump,46.4,REP,IVR/Text-to-Web,0,0.482629798699241,REP
Iowa,Cygnal,2023-04-03,4/4/23,600,lv,Joe Biden,38.1,DEM,IVR/Text-to-Web,1,0.5517384257075758,DEM
Iowa,Cygnal,2023-04-03,4/4/23,600,lv,Ron DeSantis,48.4,REP,IVR/Text-to-Web,0,0.46597631562804215,REP
North Carolina,Cygnal,2023-03-26,3/27/23,605,lv,Joe Biden,41,DEM,Live Phone/Text-to-Web,1,0.52767862400369,DEM
North Carolina,Cygnal,2023-03-26,3/27/23,605,lv,Ron DeSantis,43.6,REP,Live Phone/Text-to-Web,0,0.5059977647160973,DEM
North Carolina,Cygnal,2023-03-26,3/27/23,605,lv,Joe Biden,45.4,DEM,Live Phone/Text-to-Web,1,0.4909697982495719,REP
North Carolina,Cygnal,2023-03-26,3/27/23,605,lv,Donald Trump,43.4,REP,Live Phone/Text-to-Web,0,0.5076673664614291,DEM
North Carolina,Cygnal,2023-03-26,3/27/23,605,lv,Joe Biden,41.4,DEM,Live Phone/Text-to-Web,1,0.5243478463239989,DEM
North Carolina,Cygnal,2023-03-26,3/27/23,605,lv,Mike Pence,39.4,REP,Live Phone/Text-to-Web,0,0.5409741776700328,DEM
Florida,Metropolitan Research,2023-03-15,3/19/23,1001,rv,Joe Biden,43,DEM,Live Phone,1,0.5107238015042183,DEM
Florida,Metropolitan Research,2023-03-15,3/19/23,1001,rv,Donald Trump,47,REP,Live Phone,0,0.4773426711099819,REP
Florida,Emerson,2023-03-13,3/15/23,1153,rv,Joe Biden,44.2,DEM,IVR/Online Panel/Text-to-Web/Email,1,0.5005975778435454,DEM
Florida,Emerson,2023-03-13,3/15/23,1153,rv,Donald Trump,43.5,REP,IVR/Online Panel/Text-to-Web/Email,0,0.506441924612115,DEM
Florida,Emerson,2023-03-13,3/15/23,1153,rv,Joe Biden,43.3,DEM,IVR/Online Panel/Text-to-Web/Email,1,0.5081114844994322,DEM
Florida,Emerson,2023-03-13,3/15/23,1153,rv,Ron DeSantis,46.2,REP,IVR/Online Panel/Text-to-Web/Email,0,0.4839039905149778,REP
Arizona,Rasmussen,2023-03-13,3/14/23,1001,lv,Joe Biden,39,DEM,IVR/Online Panel,1,0.5440095648952021,DEM
Arizona,Rasmussen,2023-03-13,3/14/23,1001,lv,Donald Trump,50,REP,IVR/Online Panel,0,0.45242279559117116,REP
Florida,U. North Florida,2023-02-25,3/7/23,1452,rv,Joe Biden,43,DEM,Live Phone/Email,1,0.5104023780048307,DEM
Florida,U. North Florida,2023-02-25,3/7/23,1452,rv,Donald Trump,50,REP,Live Phone/Email,0,0.4521041596880074,REP
Florida,U. North Florida,2023-02-25,3/7/23,1452,rv,Joe Biden,42,DEM,Live Phone/Email,1,0.5187446659217666,DEM
Florida,U. North Florida,2023-02-25,3/7/23,1452,rv,Ron DeSantis,51,REP,Live Phone/Email,0,0.4438451792070457,REP
New Hampshire,Emerson,2023-03-03,3/5/23,1025,rv,Joe Biden,41.7,DEM,IVR/Online Panel/Text-to-Web,1,0.5215494247573754,DEM
New Hampshire,Emerson,2023-03-03,3/5/23,1025,rv,Donald Trump,38,REP,IVR/Online Panel/Text-to-Web,0,0.5522646007470523,DEM
New Hampshire,Emerson,2023-03-03,3/5/23,1025,rv,Joe Biden,42.3,DEM,IVR/Online Panel/Text-to-Web,1,0.5165469922245584,DEM
New Hampshire,Emerson,2023-03-03,3/5/23,1025,rv,Ron DeSantis,36.6,REP,IVR/Online Panel/Text-to-Web,0,0.5637960031745552,DEM
New Hampshire,Emerson,2023-03-03,3/5/23,1025,rv,Joe Biden,35.5,DEM,IVR/Online Panel/Text-to-Web,1,0.5728088771849584,DEM
New Hampshire,Emerson,2023-03-03,3/5/23,1025,rv,Chris Sununu,43.8,REP,IVR/Online Panel/Text-to-Web,0,0.5040285863549427,DEM
Pennsylvania,Susquehanna,2023-02-19,2/26/23,800,rv,Joe Biden,48,DEM,Live Phone,1,0.4691600814596684,REP
Pennsylvania,Susquehanna,2023-02-19,2/26/23,800,rv,Donald Trump,41,REP,Live Phone,0,0.5275400111983851,DEM
Virginia,Roanoke College,2023-02-12,2/21/23,680,a,Joe Biden,47,DEM,Live Phone/Online Panel,1,0.4775710817229837,REP
Virginia,Roanoke College,2023-02-12,2/21/23,680,a,Donald Trump,45,REP,Live Phone/Online Panel,0,0.49425542361364544,REP
Virginia,Roanoke College,2023-02-12,2/21/23,590,rv,Joe Biden,47,DEM,Live Phone/Online Panel,1,0.47763512376957756,REP
Virginia,Roanoke College,2023-02-12,2/21/23,590,rv,Donald Trump,46,REP,Live Phone/Online Panel,0,0.48597344724178765,REP
Virginia,Roanoke College,2023-02-12,2/21/23,680,a,Joe Biden,44,DEM,Live Phone/Online Panel,1,0.5026047229236412,DEM
Virginia,Roanoke College,2023-02-12,2/21/23,680,a,Ron DeSantis,47,REP,Live Phone/Online Panel,0,0.4775710817229837,REP
Virginia,Roanoke College,2023-02-12,2/21/23,590,rv,Joe Biden,43,DEM,Live Phone/Online Panel,1,0.511016709660681,DEM
Virginia,Roanoke College,2023-02-12,2/21/23,590,rv,Ron DeSantis,48,REP,Live Phone/Online Panel,0,0.4693092464469983,REP
Virginia,Roanoke College,2023-02-12,2/21/23,680,a,Joe Biden,39,DEM,Live Phone/Online Panel,1,0.5442366584130763,DEM
Virginia,Roanoke College,2023-02-12,2/21/23,680,a,Glenn Youngkin,54,REP,Live Phone/Online Panel,0,0.4198074103355951,REP
Virginia,Roanoke College,2023-02-12,2/21/23,590,rv,Joe Biden,39,DEM,Live Phone/Online Panel,1,0.5443003261954129,DEM
Virginia,Roanoke College,2023-02-12,2/21/23,590,rv,Glenn Youngkin,55,REP,Live Phone/Online Panel,0,0.41175726610326624,REP
California,UC Berkeley,2023-02-14,2/20/23,7512,rv,Joe Biden,57,DEM,Email,1,0.3909682476112043,REP
California,UC Berkeley,2023-02-14,2/20/23,7512,rv,Donald Trump,27,REP,Email,0,0.6361528545115458,DEM
California,UC Berkeley,2023-02-14,2/20/23,5149,lv,Joe Biden,59,DEM,Email,1,0.37676516499283064,REP
California,UC Berkeley,2023-02-14,2/20/23,5149,lv,Donald Trump,29,REP,Email,0,0.6221415013162139,DEM
California,UC Berkeley,2023-02-14,2/20/23,7512,rv,Joe Biden,54,DEM,Email,1,0.41506899309661066,REP
California,UC Berkeley,2023-02-14,2/20/23,7512,rv,Ron DeSantis,31,REP,Email,0,0.6047058121479084,DEM
California,UC Berkeley,2023-02-14,2/20/23,5149,lv,Joe Biden,56,DEM,Email,1,0.40056622485057547,REP
California,UC Berkeley,2023-02-14,2/20/23,5149,lv,Ron DeSantis,34,REP,Email,0,0.58216231682829,DEM
Florida,Cherry Communications,2023-02-10,2/19/23,608,lv,Joe Biden,38,DEM,Live Phone,1,0.5525586584860169,DEM
Florida,Cherry Communications,2023-02-10,2/19/23,608,lv,Ron DeSantis,49,REP,Live Phone,0,0.4609876623759531,REP
Arizona,OH Predictive Insights / MBQF,2023-01-31,2/9/23,1000,rv,Joe Biden,39,DEM,Online Panel,1,0.5440102723801087,DEM
Arizona,OH Predictive Insights / MBQF,2023-01-31,2/9/23,1000,rv,Donald Trump,37,REP,Online Panel,0,0.560525354970716,DEM
Arizona,OH Predictive Insights / MBQF,2023-01-31,2/9/23,1000,rv,Joe Biden,35,DEM,Online Panel,1,0.5769074872275051,DEM
Arizona,OH Predictive Insights / MBQF,2023-01-31,2/9/23,1000,rv,Ron DeSantis,36,REP,Online Panel,0,0.5687352230886825,DEM
Nevada,OH Predictive Insights / MBQF,2023-01-30,2/6/23,800,rv,Joe Biden,36,DEM,Online Panel,1,0.5688751244810677,DEM
Nevada,OH Predictive Insights / MBQF,2023-01-30,2/6/23,800,rv,Ron DeSantis,42,REP,Online Panel,0,0.5192088780664168,DEM
Nevada,OH Predictive Insights / MBQF,2023-01-30,2/6/23,800,rv,Joe Biden,40,DEM,Online Panel,1,0.5358558340560158,DEM
Nevada,OH Predictive Insights / MBQF,2023-01-30,2/6/23,800,rv,Donald Trump,42,REP,Online Panel,0,0.5192088780664168,DEM
New Hampshire,co/efficient,2023-01-25,1/26/23,1179,lv,Joe Biden,40,DEM,IVR/Text,1,0.5355869829518043,DEM
New Hampshire,co/efficient,2023-01-25,1/26/23,1179,lv,Donald Trump,39,REP,IVR/Text,0,0.5438836297550735,DEM
New Hampshire,co/efficient,2023-01-25,1/26/23,1179,lv,Joe Biden,36,DEM,IVR/Text,1,0.5686100020385909,DEM
New Hampshire,co/efficient,2023-01-25,1/26/23,1179,lv,Chris Sununu,48,REP,IVR/Text,0,0.46889088813737123,REP
North Carolina,Differentiators,2023-01-09,1/12/23,500,lv,Joe Biden,43.8,DEM,Live Phone/Text-to-Web,1,0.5044028894186343,DEM
North Carolina,Differentiators,2023-01-09,1/12/23,500,lv,Ron DeSantis,48.8,REP,Live Phone/Text-to-Web,0,0.46272441386655006,REP
North Carolina,Differentiators,2023-01-09,1/12/23,500,lv,Joe Biden,48.4,DEM,Live Phone/Text-to-Web,1,0.46604728705517257,REP
North Carolina,Differentiators,2023-01-09,1/12/23,500,lv,Donald Trump,44.6,REP,Live Phone/Text-to-Web,0,0.4977233584356385,REP
Arizona,Blueprint Polling,2023-01-05,1/8/23,618,v,Joe Biden,37,DEM,IVR/Text,1,0.5607937155585733,DEM
Arizona,Blueprint Polling,2023-01-05,1/8/23,618,v,Ron DeSantis,43.2,REP,IVR/Text,0,0.5093275313102711,DEM
Arizona,Blueprint Polling,2023-01-05,1/8/23,618,v,Joe Biden,35.2,DEM,IVR/Text,1,0.5755424227863603,DEM
Arizona,Blueprint Polling,2023-01-05,1/8/23,618,v,Donald Trump,38.3,REP,IVR/Text,0,0.5500731207272106,DEM
Michigan,PPP,2022-12-06,12/7/22,763,v,Joe Biden,50,DEM,IVR/Text,1,0.45259096065259463,REP
Michigan,PPP,2022-12-06,12/7/22,763,v,Donald Trump,43,REP,IVR/Text,0,0.5108934183300045,DEM
Michigan,EPIC/MRA,2022-11-30,12/6/22,600,lv,Joe Biden,47,DEM,Live Phone,1,0.47762800795027344,REP
Michigan,EPIC/MRA,2022-11-30,12/6/22,600,lv,Donald Trump,43,REP,Live Phone,0,0.5110095830305229,DEM
Georgia,Emerson,2022-11-28,11/30/22,888,lv,Joe Biden,43.5,DEM,IVR/Online Panel/Text-to-Web,1,0.5066308396877371,DEM
Georgia,Emerson,2022-11-28,11/30/22,888,lv,Donald Trump,43.1,REP,IVR/Online Panel/Text-to-Web,0,0.509969737137586,DEM
Georgia,Emerson,2022-11-28,11/30/22,888,lv,Joe Biden,43,DEM,IVR/Online Panel/Text-to-Web,1,0.5108043341729557,DEM
Georgia,Emerson,2022-11-28,11/30/22,888,lv,Ron DeSantis,46.9,REP,IVR/Online Panel/Text-to-Web,0,0.478256393518191,REP
Georgia,U. Massachusetts - Lowell,2022-11-18,11/28/22,1300,lv,Joe Biden,47,DEM,Online Panel,1,0.4771299233286626,REP
Georgia,U. Massachusetts - Lowell,2022-11-18,11/28/22,1300,lv,Donald Trump,43,REP,Online Panel,0,0.5105107079632939,DEM
Georgia,U. Massachusetts - Lowell,2022-11-18,11/28/22,1300,lv,Joe Biden,46,DEM,Online Panel,1,0.4854676238321199,REP
Georgia,U. Massachusetts - Lowell,2022-11-18,11/28/22,1300,lv,Ron DeSantis,47,REP,Online Panel,0,0.4771299233286626,REP
Arizona,Rasmussen,2022-11-08,11/9/22,874,lv,Joe Biden,47,DEM,IVR/Online Panel,1,0.47743303804426757,REP
Arizona,Rasmussen,2022-11-08,11/9/22,874,lv,Donald Trump,45,REP,IVR/Online Panel,0,0.4941171185817112,REP
Florida,Rasmussen,2022-11-08,11/9/22,1224,lv,Joe Biden,40,DEM,IVR/Online Panel,1,0.5355550599399526,DEM
Florida,Rasmussen,2022-11-08,11/9/22,1224,lv,Donald Trump,49,REP,IVR/Online Panel,0,0.4605511527665604,REP
Nevada,Rasmussen,2022-11-08,11/9/22,679,lv,Joe Biden,41,DEM,IVR/Online Panel,1,0.5276260227224477,DEM
Nevada,Rasmussen,2022-11-08,11/9/22,679,lv,Donald Trump,45,REP,IVR/Online Panel,0,0.494256136528477,REP
New York,SurveyUSA,2022-11-03,11/6/22,918,rv,Joe Biden,46,DEM,Online Panel,1,0.48573976744136005,REP
New York,SurveyUSA,2022-11-03,11/6/22,918,rv,Donald Trump,34,REP,Online Panel,0,0.5850946549945016,DEM
Georgia,Targoz Market Research,2022-11-02,11/6/22,579,lv,Joe Biden,43,DEM,Online Panel,1,0.5110245489486824,DEM
Georgia,Targoz Market Research,2022-11-02,11/6/22,579,lv,Donald Trump,52,REP,Online Panel,0,0.43622935080761366,REP
Georgia,Targoz Market Research,2022-11-02,11/6/22,810,rv,Joe Biden,41,DEM,Online Panel,1,0.5275329027347555,DEM
Georgia,Targoz Market Research,2022-11-02,11/6/22,810,rv,Donald Trump,52,REP,Online Panel,0,0.4360673317773881,REP
Arizona,Targoz Market Research,2022-11-02,11/6/22,809,rv,Joe Biden,41,DEM,Online Panel,1,0.527533613581621,DEM
Arizona,Targoz Market Research,2022-11-02,11/6/22,809,rv,Donald Trump,54,REP,Online Panel,0,0.4197178008188417,REP
Arizona,Targoz Market Research,2022-11-02,11/6/22,560,lv,Joe Biden,45,DEM,Online Panel,1,0.4943409735593918,REP
Arizona,Targoz Market Research,2022-11-02,11/6/22,560,lv,Donald Trump,53,REP,Online Panel,0,0.42804707936432984,REP
Pennsylvania,Targoz Market Research,2022-11-02,11/6/22,904,rv,Joe Biden,48,DEM,Online Panel,1,0.46908621131401007,REP
Pennsylvania,Targoz Market Research,2022-11-02,11/6/22,904,rv,Donald Trump,48,REP,Online Panel,0,0.46908621131401007,REP
Pennsylvania,Targoz Market Research,2022-11-02,11/6/22,631,lv,Joe Biden,46,DEM,Online Panel,1,0.48594423692927197,REP
Pennsylvania,Targoz Market Research,2022-11-02,11/6/22,631,lv,Donald Trump,52,REP,Online Panel,0,0.4361928778026743,REP
Ohio,Targoz Market Research,2022-11-02,11/6/22,814,rv,Joe Biden,37,DEM,Online Panel,1,0.5606560271221845,DEM
Ohio,Targoz Market Research,2022-11-02,11/6/22,814,rv,Donald Trump,56,REP,Online Panel,0,0.40353849511360484,REP
Ohio,Targoz Market Research,2022-11-02,11/6/22,505,lv,Joe Biden,40,DEM,Online Panel,1,0.5360650836931177,DEM
Ohio,Targoz Market Research,2022-11-02,11/6/22,505,lv,Donald Trump,57,REP,Online Panel,0,0.3957369623462604,REP
Oregon,Emerson,2022-10-31,11/1/22,975,lv,Joe Biden,50.7,DEM,IVR/Online Panel/Text-to-Web,1,0.44665603807196913,REP
Oregon,Emerson,2022-10-31,11/1/22,975,lv,Donald Trump,35.3,REP,IVR/Online Panel/Text-to-Web,0,0.574477441762627,DEM
New Hampshire,Emerson,2022-10-30,11/1/22,850,lv,Joe Biden,45.2,DEM,IVR/Online Panel/Text-to-Web,1,0.4924646147576222,REP
New Hampshire,Emerson,2022-10-30,11/1/22,850,lv,Donald Trump,40.7,REP,IVR/Online Panel/Text-to-Web,0,0.530001052865996,DEM
Arizona,Emerson,2022-10-30,11/1/22,1000,lv,Joe Biden,42,DEM,IVR/Online Panel/Text-to-Web,1,0.5190664851919916,DEM
Arizona,Emerson,2022-10-30,11/1/22,1000,lv,Donald Trump,46.2,REP,IVR/Online Panel/Text-to-Web,0,0.4840129685929217,REP
Ohio,Emerson,2022-10-30,11/1/22,1000,lv,Joe Biden,38.2,DEM,IVR/Online Panel/Text-to-Web,1,0.5506300035445727,DEM
Ohio,Emerson,2022-10-30,11/1/22,1000,lv,Donald Trump,50.3,REP,IVR/Online Panel/Text-to-Web,0,0.4499425122213215,REP
Missouri,SurveyUSA,2022-10-27,11/1/22,991,rv,Joe Biden,34,DEM,Online Panel,1,0.5850441120338142,DEM
Missouri,SurveyUSA,2022-10-27,11/1/22,991,rv,Donald Trump,52,REP,Online Panel,0,0.43594039133614526,REP
New York,Emerson,2022-10-28,10/31/22,1000,lv,Joe Biden,51.6,DEM,IVR/Online Panel/Text-to-Web,1,0.4392218423248489,REP
New York,Emerson,2022-10-28,10/31/22,1000,lv,Donald Trump,36.9,REP,IVR/Online Panel/Text-to-Web,0,0.5613479106343439,DEM
Pennsylvania,Emerson,2022-10-28,10/31/22,1000,lv,Joe Biden,44.2,DEM,IVR/Online Panel/Text-to-Web,1,0.5007066680249834,DEM
Pennsylvania,Emerson,2022-10-28,10/31/22,1000,lv,Donald Trump,44.3,REP,IVR/Online Panel/Text-to-Web,0,0.49987171093276905,REP
Michigan,Emerson,2022-10-28,10/31/22,900,lv,Joe Biden,44.4,DEM,IVR/Online Panel/Text-to-Web,1,0.4991080552042834,REP
Michigan,Emerson,2022-10-28,10/31/22,900,lv,Donald Trump,46.7,REP,IVR/Online Panel/Text-to-Web,0,0.47991484421911507,REP
Georgia,Emerson,2022-10-28,10/31/22,1000,lv,Joe Biden,43.8,DEM,IVR/Online Panel/Text-to-Web,1,0.5040464104160747,DEM
Georgia,Emerson,2022-10-28,10/31/22,1000,lv,Donald Trump,46.9,REP,IVR/Online Panel/Text-to-Web,0,0.47817668809204694,REP
Kansas,Emerson,2022-10-27,10/29/22,1000,lv,Joe Biden,36.8,DEM,IVR/Online Panel/Text-to-Web,1,0.5621701292978275,DEM
Kansas,Emerson,2022-10-27,10/29/22,1000,lv,Donald Trump,50.4,REP,IVR/Online Panel/Text-to-Web,0,0.4491160623794039,REP
Wisconsin,Emerson,2022-10-27,10/29/22,1000,lv,Joe Biden,44.2,DEM,IVR/Online Panel/Text-to-Web,1,0.5007066680249834,DEM
Wisconsin,Emerson,2022-10-27,10/29/22,1000,lv,Donald Trump,42.9,REP,IVR/Online Panel/Text-to-Web,0,0.5115590569520069,DEM
North Carolina,Emerson,2022-10-27,10/29/22,1000,lv,Joe Biden,40.1,DEM,IVR/Online Panel/Text-to-Web,1,0.5348831667305358,DEM
North Carolina,Emerson,2022-10-27,10/29/22,1000,lv,Donald Trump,50.6,REP,IVR/Online Panel/Text-to-Web,0,0.44746400971356465,REP
Colorado,Emerson,2022-10-26,10/29/22,1000,lv,Joe Biden,46.6,DEM,IVR/Online Panel/Text-to-Web,1,0.48067731480005577,REP
Colorado,Emerson,2022-10-26,10/29/22,1000,lv,Donald Trump,39.4,REP,IVR/Online Panel/Text-to-Web,0,0.5406944176085099,DEM
Missouri,Emerson,2022-10-26,10/28/22,1000,lv,Joe Biden,36.5,DEM,IVR/Online Panel/Text-to-Web,1,0.5646347195666368,DEM
Missouri,Emerson,2022-10-26,10/28/22,1000,lv,Donald Trump,52.9,REP,IVR/Online Panel/Text-to-Web,0,0.42855759522800146,REP
Utah,Emerson,2022-10-25,10/28/22,825,lv,Joe Biden,33.6,DEM,IVR/Online Panel/Text-to-Web,1,0.5883982570550348,DEM
Utah,Emerson,2022-10-25,10/28/22,825,lv,Donald Trump,47,REP,IVR/Online Panel/Text-to-Web,0,0.4774679044220634,REP
Oklahoma,Emerson,2022-10-25,10/28/22,1000,lv,Joe Biden,30,DEM,IVR/Online Panel/Text-to-Web,1,0.61705873019934665,DEM
Oklahoma,Emerson,2022-10-25,10/28/22,1000,lv,Donald Trump,58.7,REP,IVR/Online Panel/Text-to-Web,0,0.3819100909111243,REP
